MetricID,Page,Group,Metric,Classification,RealSource,Formula,Unit,TimeWindow,OrgScoped,Joins,DrillDownSource,AttributionDependency,Status,Category(A/B/C/D),PlausibleExternalSource,DuplicateOf,Notes,StatusNorm,CategoryNorm
CONT-0504,ContentOS -> Content,Log content dialog fields,Likes,RAW,"form ""likes"" -> content_metrics.likes (content.tsx:677,1745-1747)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0505,ContentOS -> Content,Log content dialog fields,Comments,RAW,"form ""comments"" -> content_metrics.comments (content.tsx:678,1749-1751)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0506,ContentOS -> Content,Log content dialog fields,Shares,RAW,"form ""shares"" -> content_metrics.shares (content.tsx:679,1753-1755)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,"Input list tags unit=% — incorrect, this is a plain count field with no % anywhere in the schema/UI for shares.",LIVE,A
CONT-0507,ContentOS -> Content,Log content dialog fields,Saves,RAW,"form ""saves"" -> content_metrics.saves (content.tsx:680,1757-1759)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0508,ContentOS -> Content,Log content dialog fields,Follower views,RAW,"form ""follower_views"" -> content_metrics.follower_views (content.tsx:681,1772-1779)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0509,ContentOS -> Content,Log content dialog fields,Non-follower views,RAW,"form ""non_follower_views"" -> content_metrics.non_follower_views (content.tsx:682,1781-1788)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0510,ContentOS -> Content,Log content dialog fields,Followers gained,RAW,"form ""followers_gained"" -> content_metrics.followers_gained (content.tsx:683,1790-1797)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,CONT-0443 (per-piece source of that KPI's sum),,LIVE,A
CONT-0511,ContentOS -> Content,Log content dialog fields,Profile visits,RAW,"form ""profile_visits"" -> content_metrics.profile_visits (content.tsx:684,1799-1806)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0512,ContentOS -> Content,Log content dialog fields,DMs generated,RAW,"form ""dms_generated"" -> content_metrics.dms_generated (content.tsx:685,1808-1815)","N/A — manual entry, a count not a %",count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,Input list tags unit=% — incorrect; this is a plain integer count field.,LIVE,A
CONT-0513,ContentOS -> Content,Log content dialog fields,Calls booked,RAW,"form ""calls_booked"" -> content_metrics.calls_booked (content.tsx:686,1817-1824)",N/A,count,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,,LIVE,A
CONT-0514,ContentOS -> Content,Log content dialog fields,Engagement rate %,RAW,"form ""engagement_rate_pct"" -> content_metrics.engagement_rate_pct (content.tsx:687,1826-1835)","N/A — manually typed, NOT auto-computed from likes/comments/saves/shares/views despite the KPI row computing an equivalent metric itself",%,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,Distinct from the computed Engagement Rate KPI (CONT-0441) — this per-piece value can drift from what the app itself would calculate from the same piece's likes/comments/saves/shares/views.,LIVE,A
CONT-0515,ContentOS -> Content,Log content dialog fields,CTA conversion %,RAW,"form ""cta_conversion_pct"" -> content_metrics.cta_conversion_pct (content.tsx:689,1837-1846)",N/A — manual entry,%,"None — snapshot of current row/record state, not time-windowed","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Writes content_metrics,N/A,N/A,LIVE,A,,,"Not read back anywhere else on this page's KPIs/charts — write-only field beyond the Overview dialog isn't shown either (not in the Overview dialog's field list, CONT-0518 group).",LIVE,A
CONT-0516,ContentOS -> Content,Slides panel,Views,RAW,"slide_metrics.views, written via the ""Add slide"" form (content.tsx:1895-1904, form input at 1977)",N/A (manual entry),count,"None — snapshot of current row/record state, not time-windowed","content.tsx:607 .eq(""org_id"", orgId!) on story_slides (slide_metrics joined via FK, no separate org filter needed since story_slides is already org-scoped)",story_slides + slide_metrics (content.tsx:1866-1879),Row itself in the slide list; also plotted in the drop-off line chart (content.tsx:1913-1936),N/A,LIVE,A,,,"Only reachable for platform=""story_sequence"" pieces (content.tsx:1180-1190 Slides button gate).",LIVE,A
CONT-0517,ContentOS -> Content,Slides panel,Exits per slide,RAW+DERIVED,"slide_metrics.exits (raw, manual entry, content.tsx:1899,1978); dropoff % is derived client-side: exits/views*100 (content.tsx:1940)",dropoff = round(exits / views * 100),count (raw exits) and % (derived dropoff),"None — snapshot of current row/record state, not time-windowed","content.tsx:607 .eq(""org_id"", orgId!) on story_slides (slide_metrics joined via FK, no separate org filter needed since story_slides is already org-scoped)",Same as CONT-0516,"Row itself; chart's red ""exits"" line",N/A,LIVE,A,,,,LIVE,A
CONT-0518,ContentOS -> Content,Overview dialog,Views,RAW,content_metrics.views (content.tsx:2085),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",content_pieces + content_metrics,This IS the drill-down surface (opened from Table/Calendar rows),N/A,LIVE,A,,,,LIVE,A
CONT-0519,ContentOS -> Content,Overview dialog,Leads,RAW,content_metrics.leads_generated (content.tsx:2086),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0520,ContentOS -> Content,Overview dialog,Closes,OTHER,"Hardcoded ""Not tracked"" (content.tsx:2090)",None — content_metrics.closes has no write path,count,N/A,N/A,None,Same dialog,UNAVAILABLE,PLACEHOLDER,D,No evidence of intended source,"CONT-0444, CONT-0462, CONT-0492",,PLACEHOLDER,D
CONT-0521,ContentOS -> Content,Overview dialog,Cash,OTHER,"Hardcoded ""Not tracked"" (content.tsx:2091)",None — content_metrics.cash_collected_cents has no write path,$,N/A,N/A,None,Same dialog,UNAVAILABLE,PLACEHOLDER,D,No evidence of intended source,"CONT-0444, CONT-0462, CONT-0493",,PLACEHOLDER,D
CONT-0522,ContentOS -> Content,Overview dialog,Retention,RAW,content_metrics.hook_retention_pct (content.tsx:2092),N/A,%,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0523,ContentOS -> Content,Overview dialog,Likes,RAW,content_metrics.likes (content.tsx:2103),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0524,ContentOS -> Content,Overview dialog,Comments,RAW,content_metrics.comments (content.tsx:2104),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0525,ContentOS -> Content,Overview dialog,Shares,RAW,content_metrics.shares (content.tsx:2105),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,"Input list tags unit=% — incorrect, plain count.",LIVE,A
CONT-0526,ContentOS -> Content,Overview dialog,Saves,RAW,content_metrics.saves (content.tsx:2106),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0527,ContentOS -> Content,Overview dialog,Follower views,RAW,content_metrics.follower_views (content.tsx:2107),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0528,ContentOS -> Content,Overview dialog,Non-follower views,RAW,content_metrics.non_follower_views (content.tsx:2108),N/A,count,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,,LIVE,A
CONT-0529,ContentOS -> Content,Overview dialog,Engagement rate,RAW,content_metrics.engagement_rate_pct (content.tsx:2109),"N/A — displays the manually-typed value, not a recomputation",%,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,Same field as CONT-0514.,LIVE,A
CONT-0530,ContentOS -> Content,Overview dialog,Drop-off rate,RAW,content_metrics.drop_off_rate_pct (content.tsx:2110),N/A,%,"None — all rows for the org, no date filter in the query","content.tsx:585 .eq(""org_id"", orgId!) on the content_pieces query (content.tsx:580-590)",Same,Same,N/A,LIVE,A,,,Same field written by CONT-0503's second half.,LIVE,A
CONT-0531,ContentOS -> Content Calendar,Hero,Scheduled this month,AGGREGATED,"monthPieces.length (content-calendar.tsx:390), monthPieces = pieces filtered client-side to the visible calendar month (content-calendar.tsx:366-368)",count(content_pieces where scheduled_date is in the visible month),count,"Current calendar month shown in the client-side month cursor (all-time underlying data, just filtered to the visible month)","content-calendar.tsx:243 .eq(""org_id"", orgId!) on the content_pieces schedule query",content_pieces (scheduled_date is not null) — content-calendar.tsx:238-249,Calendar grid cells below list the same pieces,N/A,LIVE,A,,,,LIVE,A
CONT-0532,ContentOS -> Content Calendar,Hero,Ready to post,AGGREGATED,monthPieces.filter(pipeline_status==='ready_to_post').length (content-calendar.tsx:391),N/A,count,"Current calendar month shown in the client-side month cursor (all-time underlying data, just filtered to the visible month)","content-calendar.tsx:243 .eq(""org_id"", orgId!) on the content_pieces schedule query",content_pieces,"Content Pipeline's ""Ready to Post"" column below (CONT-0544)",N/A,LIVE,A,,"CONT-0544 (same status value, different scope: hero counts scheduled pieces this month, pipeline column counts ALL pieces org-wide in that status)",,LIVE,A
CONT-0533,ContentOS -> Content Calendar,Hero,Already posted,AGGREGATED,monthPieces.filter(pipeline_status==='posted').length (content-calendar.tsx:392),N/A,count,"Current calendar month shown in the client-side month cursor (all-time underlying data, just filtered to the visible month)","content-calendar.tsx:243 .eq(""org_id"", orgId!) on the content_pieces schedule query",content_pieces,None directly,N/A,LIVE,A,,CONT-0545,,LIVE,A
CONT-0534,ContentOS -> Content Calendar,Hero,Long-form Queued,AGGREGATED,content-calendar.tsx:406-412,"count(monthPieces where post_format in ('long_form','long_to_short'))",count,"Current calendar month shown in the client-side month cursor (all-time underlying data, just filtered to the visible month)","content-calendar.tsx:243 .eq(""org_id"", orgId!) on the content_pieces schedule query",content_pieces,None,N/A,LIVE,A,,,,LIVE,A
CONT-0535,ContentOS -> Content Calendar,Format legend,Short-form,DIMENSION,"FORMAT_LABEL['short_form'] static legend chip (content-calendar.tsx:89-96,466-472), color-keyed via FMT_TONE (content-calendar.tsx:75-88)","N/A — static legend, not a count",text (color-coded label),N/A,N/A,None,None — purely a key for interpreting the calendar's colored post chips,N/A,LIVE,A,,,"This is a legend, not a metric value — it always renders the same 6 labels regardless of data.",LIVE,A
